                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 21:47:45  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	4.402791e-02	2.400000e+01	
1	2.370000e-06	4.434532e-02	2.400000e+01	
2	3.170000e-06	4.466182e-02	2.400000e+01	
3	3.970000e-06	4.497769e-02	2.500000e+01	
4	4.770000e-06	4.529308e-02	2.500000e+01	
5	5.570000e-06	4.560830e-02	2.500000e+01	
6	6.370000e-06	4.592340e-02	2.500000e+01	
7	7.170000e-06	4.623845e-02	2.500000e+01	
8	7.970000e-06	4.655345e-02	2.600000e+01	
9	8.770000e-06	4.686847e-02	2.600000e+01	
10	9.570000e-06	4.718346e-02	2.600000e+01	
11	1.037000e-05	4.749846e-02	2.600000e+01	
12	1.117000e-05	4.781345e-02	2.600000e+01	
13	1.197000e-05	4.812844e-02	2.600000e+01	
14	1.277000e-05	4.844344e-02	1.600000e+01	
