                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 21:52:58  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	4.804410e-02	2.600000e+01	
1	2.370000e-06	4.836157e-02	2.700000e+01	
2	3.170000e-06	4.867795e-02	2.700000e+01	
3	3.970000e-06	4.899379e-02	2.700000e+01	
4	4.770000e-06	4.930924e-02	2.700000e+01	
5	5.570000e-06	4.962447e-02	2.700000e+01	
6	6.370000e-06	4.993956e-02	2.700000e+01	
7	7.170000e-06	5.025462e-02	2.800000e+01	
8	7.970000e-06	5.056964e-02	2.800000e+01	
9	8.770000e-06	5.088468e-02	2.800000e+01	
10	9.570000e-06	5.119969e-02	2.800000e+01	
11	1.037000e-05	5.151470e-02	2.800000e+01	
12	1.117000e-05	5.182971e-02	2.900000e+01	
13	1.197000e-05	5.214464e-02	2.900000e+01	
14	1.277000e-05	5.245962e-02	1.600000e+01	
