                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 21:37:00  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	3.599557e-02	2.000000e+01	
1	2.370000e-06	3.631302e-02	2.000000e+01	
2	3.170000e-06	3.662952e-02	2.000000e+01	
3	3.970000e-06	3.694547e-02	2.000000e+01	
4	4.770000e-06	3.726089e-02	2.000000e+01	
5	5.570000e-06	3.757603e-02	2.000000e+01	
6	6.370000e-06	3.789112e-02	2.100000e+01	
7	7.170000e-06	3.820615e-02	2.100000e+01	
8	7.970000e-06	3.852115e-02	2.100000e+01	
9	8.770000e-06	3.883614e-02	2.100000e+01	
10	9.570000e-06	3.915113e-02	2.100000e+01	
11	1.037000e-05	3.946613e-02	2.200000e+01	
12	1.117000e-05	3.978117e-02	2.200000e+01	
13	1.197000e-05	4.009617e-02	2.200000e+01	
14	1.277000e-05	4.041117e-02	1.600000e+01	
