                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 23:06:30  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	1.082867e-01	6.100000e+01	
1	2.370000e-06	1.086042e-01	6.100000e+01	
2	3.170000e-06	1.089206e-01	6.100000e+01	
3	3.970000e-06	1.092364e-01	6.100000e+01	
4	4.770000e-06	1.095519e-01	6.100000e+01	
5	5.570000e-06	1.098671e-01	6.200000e+01	
6	6.370000e-06	1.101822e-01	6.200000e+01	
7	7.170000e-06	1.104974e-01	6.200000e+01	
8	7.970000e-06	1.108122e-01	6.200000e+01	
9	8.770000e-06	1.111273e-01	6.200000e+01	
10	9.570000e-06	1.114422e-01	6.200000e+01	
11	1.037000e-05	1.117573e-01	6.300000e+01	
12	1.117000e-05	1.120724e-01	6.300000e+01	
13	1.197000e-05	1.123872e-01	6.300000e+01	
14	1.277000e-05	1.127021e-01	4.800000e+01	
