                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 23:27:44  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	1.243514e-01	7.000000e+01	
1	2.370000e-06	1.246688e-01	7.000000e+01	
2	3.170000e-06	1.249853e-01	7.000000e+01	
3	3.970000e-06	1.253011e-01	7.000000e+01	
4	4.770000e-06	1.256165e-01	7.100000e+01	
5	5.570000e-06	1.259317e-01	7.100000e+01	
6	6.370000e-06	1.262468e-01	7.100000e+01	
7	7.170000e-06	1.265619e-01	7.100000e+01	
8	7.970000e-06	1.268769e-01	7.100000e+01	
9	8.770000e-06	1.271919e-01	7.100000e+01	
10	9.570000e-06	1.275069e-01	7.200000e+01	
11	1.037000e-05	1.278218e-01	7.200000e+01	
12	1.117000e-05	1.281368e-01	7.200000e+01	
13	1.197000e-05	1.284518e-01	7.200000e+01	
14	1.277000e-05	1.287668e-01	8.000000e+01	
