                                 sar logic part
                                 Transient Analysis (linearized)  Mon Apr  5 22:22:11  2021
--------------------------------------------------------------------------------
Index   time            v_sam           code            
--------------------------------------------------------------------------------
0	1.570000e-06	7.214116e-02	4.000000e+01	
1	2.370000e-06	7.245859e-02	4.000000e+01	
2	3.170000e-06	7.277497e-02	4.000000e+01	
3	3.970000e-06	7.309082e-02	4.100000e+01	
4	4.770000e-06	7.340628e-02	4.100000e+01	
5	5.570000e-06	7.372150e-02	4.100000e+01	
6	6.370000e-06	7.403654e-02	4.100000e+01	
7	7.170000e-06	7.435159e-02	4.100000e+01	
8	7.970000e-06	7.466661e-02	4.200000e+01	
9	8.770000e-06	7.498157e-02	4.200000e+01	
10	9.570000e-06	7.529656e-02	4.200000e+01	
11	1.037000e-05	7.561155e-02	4.200000e+01	
12	1.117000e-05	7.592654e-02	4.200000e+01	
13	1.197000e-05	7.624153e-02	4.200000e+01	
14	1.277000e-05	7.655654e-02	4.800000e+01	
